18,7831,2105,4493,3133,1124,3717,4673,6999,3609,4490,5728,9438,8313,9651,5727,9286,7768,5015,1580,8188,8028,5820,2032,6104,3345,3812,8272,6912,4335,7575,2603,1139,2231,4918,2491,4185,3560,3365,5364,1143,9628,2767,3946,1811,9906,1041,1689,8083,9857,8766,2834,5466,1482,9690,8884,1355,8485,4723,5370,1221,9642,6589,9357,6745,8263,9277,1557,2500,2114,8171,1384,2445,5633,6183,2719,5943,2051,5619,4464,2124,9367,1791,6854,6916,3446,7202,6306,2492,9907,9528,7934,1426,1884,4684,8357,3232,4571,6765,5543,7049
19,5015,3365,6183,9642,2105,6306,2719,9628,3560,8485,8884,1811,2231,1355,8357,5543,9857,1791,3232,1143,9438,5466,1884,4571,6916,2032,6745,6912,8272,6104,1426,3345,1580,3609,2124,3133,6854,7202,9528,3812,1689,8313,7831,4723,1221,5370,2491,8263,2767,4684,5364,7049,6589,1482,4464,4490,2603,8766,2500,6999,2445,4335,4918,2051,9277,8188,2834,9906,9357,8171,1041,5943,5619,5728,9286,5820,4493,2114,9651,7768,7575,7934,9367,2492,1124,3717,5727,5633,1139,4185,9690,9907,8083,8028,3946,1384,6765,1557,3446,4673
20,2491,1139,1355,2105,8485,4490,9651,9906,9907,8083,4723,2114,3232,3717,5466,5619,7831,5370,1811,8884,2124,5727,7768,1426,2603,6912,3345,3812,4918,8263,3133,8766,7934,1791,2719,7202,4673,8028,8188,1221,3446,9367,4185,2834,2492,6589,3560,1124,9857,4684,6306,9690,1557,1689,8357,9277,6916,2051,2032,5543,2500,9642,4464,5015,9357,5633,3609,1041,9528,1143,4335,1482,6999,3365,7049,9286,8313,2445,8171,5820,9438,2767,9628,2231,5943,6745,3946,6854,7575,1580,1884,6183,4493,8272,5728,5364,1384,6104,6765,4571
21,1041,2231,5619,8485,6306,2491,8083,8272,5943,5364,3812,8357,4571,5820,2114,9286,4493,8884,4723,5543,6765,8313,9528,3560,6589,1791,2767,1384,6916,9857,4684,1884,4185,3446,6183,4335,9642,5370,1143,1689,7768,7202,9651,2124,7831,1557,5015,8028,8188,8766,6999,6912,4490,3365,5633,5727,2603,1139,3717,3946,3609,9907,2445,2032,9367,3232,5466,3133,1221,7575,1426,2834,4918,5728,9277,4464,9357,1355,2051,9906,8171,2105,6745,9438,4673,2492,1482,2719,9628,1124,3345,7049,6104,1580,6854,1811,2500,8263,7934,9690
22,5619,4673,6183,2603,2231,7934,1811,2114,5633,2719,3812,5015,3446,7575,9438,5370,3560,3717,1689,2051,8188,4464,1384,9690,6854,8485,9907,7202,8766,5466,4335,5820,1884,7049,6916,8028,1791,6589,1482,4493,1143,2491,2500,8357,6306,8884,9528,4490,3946,5364,1221,5728,2834,1557,3365,9628,5543,7831,9286,8171,1041,8313,8263,9357,3133,4684,7768,2105,9277,2445,9651,4723,6104,4185,2032,3345,1355,6765,9367,1580,9642,2767,9906,6999,3609,6745,2124,1124,5727,8083,1426,4571,5943,8272,2492,3232,6912,1139,9857,4918
23,2114,5370,8083,4335,8357,2124,2445,4464,9367,1426,7768,6745,1355,4684,5364,3365,4493,9906,2051,1143,9642,3232,1689,5820,2834,1884,1557,6765,9277,9528,8272,1384,7934,4185,3560,6104,5543,3446,9857,7575,2492,7049,5015,9651,8313,6912,5943,6183,9286,2032,1041,7831,6306,1139,6916,9438,4918,3717,4571,9628,1221,9690,1791,3133,5619,7202,9357,5727,3946,6854,4673,5633,8263,3345,2105,6999,2719,6589,1482,2767,8171,5728,8766,2603,1124,8028,8188,4723,2231,4490,2491,1580,5466,3812,3609,8485,2500,9907,8884,1811
24,9277,7831,3133,9642,9906,2491,9357,2834,2114,1355,6104,8485,3365,3446,8357,5619,8188,9528,9628,9367,6912,6306,9438,4571,9907,1221,7049,6589,3345,4684,8028,8884,8083,2603,3717,7575,6854,6183,1124,1426,1384,8272,1791,2032,5728,5370,4490,9651,8313,2051,3946,4918,6745,5466,5015,4185,1041,8766,5727,4335,1689,3812,7934,2767,1580,5633,5543,3560,2719,2124,8171,1811,8263,4723,1884,2231,5364,1482,1143,4493,5820,7768,7202,2492,1139,6999,9286,6916,2445,2105,9690,2500,4673,3609,3232,9857,6765,1557,4464,5943
25,2491,1139,2492,2105,8485,4490,9651,9906,9907,8083,4723,2114,3232,3717,5466,5619,7831,5370,1811,8884,2124,5727,7768,1426,2603,6912,3345,3812,4918,8171,3133,8766,7934,1791,2719,7202,4673,8028,8188,1221,3446,9367,4185,2834,1355,6589,3560,1124,9857,4684,6306,9690,1557,1689,8357,7575,6916,2051,2032,5543,2500,9642,4464,5015,5633,9357,5943,1041,9528,1143,4335,1482,6999,3365,7049,9286,8313,2445,8263,5820,9438,2767,9628,2231,3609,6745,3946,6854,9277,1580,1884,6183,4493,8272,5728,5364,1384,6104,6765,4571
26,4723,1139,1221,1426,2603,5727,9651,5943,7575,8083,7934,3232,2114,3717,5466,3345,2105,1557,7768,1689,2124,1124,9906,4918,1791,3133,6854,8028,5370,1041,8272,9367,9528,4185,1355,7202,5619,5543,9690,6912,1143,6916,3560,9857,6765,4673,6999,3812,8884,8485,6306,2719,2500,1884,9907,5728,4464,5015,2231,8171,9286,3446,1811,2445,5633,8766,4335,4571,2491,6589,9357,3609,8313,4684,2032,9438,3946,9628,2834,7049,2051,2767,6104,3365,7831,1384,4493,1482,9277,1580,6745,2492,6183,4490,8263,5820,5364,8188,9642,8357
27,5633,2231,9906,8188,3133,1143,1426,7575,9642,2105,8485,8884,2603,1384,3946,5364,5728,2114,7049,2491,9367,6745,3560,6183,9628,4918,4571,6999,1124,7202,1139,3446,7831,9357,6916,5943,1041,1482,5820,3609,2767,6104,2834,9286,6854,4464,9690,1791,8028,9438,4490,4185,8083,1884,5543,2492,9528,2719,9277,1580,2445,1689,3717,4493,2500,2032,8263,2124,4723,3345,1811,2051,9907,4684,4335,1557,6306,5727,8171,1355,1221,8766,5619,4673,8272,3365,5466,7934,9857,5370,3232,6765,8313,9651,6589,8357,5015,3812,7768,6912
28,5466,8272,2124,2492,2500,9651,8884,9357,9690,7202,3560,3946,3609,1811,9642,1143,6183,9367,5728,1426,8357,2032,7768,2491,5943,5543,5015,4493,4723,9628,4571,2719,6589,5727,6999,3345,8766,8263,7049,8028,9906,4335,6104,1791,9438,5619,9277,1580,2767,1689,6912,1124,4490,7831,3133,8188,8083,5820,6306,8485,9286,1355,4464,1041,3232,8171,1482,5370,7575,2051,1884,6765,3365,6745,6854,4684,1221,2231,1384,8313,4918,5633,2105,5364,3446,1557,2445,3812,9857,7934,4673,9907,6916,2834,2114,2603,1139,9528,4185,3717
29,2500,9690,6183,2051,3812,6745,6589,5015,1139,4918,9857,1143,8485,4673,1041,1221,2231,1580,4335,2491,5820,5728,3717,5364,3446,4185,5370,7768,7831,9906,8171,1426,2603,6306,2719,1124,9628,4571,2834,1791,9286,9357,5619,5543,8272,8884,2767,5633,2114,4493,3946,1689,3609,4490,1384,6999,3133,3560,3365,1482,2124,4464,1811,9907,1557,9642,6916,4723,7202,5727,4684,5943,9277,8357,7575,3345,6765,9438,9528,8028,2445,8766,9651,9367,8188,2492,6854,8263,3232,8083,7934,5466,7049,6912,2105,2032,1884,6104,8313,1355
30,5466,8272,2124,2492,2500,9642,8884,9357,7049,7202,3560,3946,3609,1811,9651,1143,4464,9367,5728,1426,8357,2032,7768,2491,5943,5543,5015,4493,8485,3812,4571,2719,6589,5727,6999,3345,8766,8263,9690,8028,9906,9628,6104,1791,2105,5619,9277,1580,2767,1689,6912,1124,4490,7831,3133,5370,8083,5820,6306,4723,9286,1355,6183,1041,3232,8171,1482,8188,7575,2051,1884,6765,3365,6745,6854,4684,1221,2231,1384,8313,4918,5633,9438,5364,3446,1557,2445,4335,9857,7934,4673,9907,6916,2834,2114,2603,1139,9528,4185,3717
31,2051,7768,1041,3446,3609,2491,2032,4185,1791,5015,9628,6183,1124,9357,4723,9907,1482,8272,3133,1143,2719,4335,2603,8083,1355,6765,8313,9277,3560,5943,2445,8263,2492,5370,2114,5543,1580,7831,8028,2231,4464,7049,8171,6745,2834,3232,4493,7934,6916,3812,6306,2767,1557,4571,2124,3345,3365,6912,6854,3946,4490,6589,5633,6999,8188,1384,1811,8766,9642,4684,4673,6104,9651,9367,5727,5820,1426,1139,5619,5728,4918,8485,2105,5466,9690,1689,8357,9906,9857,3717,9286,7575,2500,5364,7202,8884,9528,9438,1884,1221
32,2032,4335,6765,3133,4490,2767,8188,7202,4673,9642,2105,8313,6854,3446,1426,5619,2834,9628,1811,3609,9857,8884,6104,4571,4185,6912,8083,4493,2719,2500,1124,8028,1355,8171,1482,5727,9906,6589,2114,1221,1041,4918,5820,9651,5728,1143,5633,4723,3232,5370,8485,9690,2603,6183,2124,6916,2491,2051,6999,7049,8272,3946,8263,1384,1884,9528,3717,9286,3560,1791,5943,3345,5364,3365,1139,4684,8357,6745,3812,2231,5466,5543,7768,9438,5015,2445,7575,9277,6306,9907,9357,7831,2492,1557,9367,4464,8766,1689,7934,1580
33,3232,2231,1041,1143,3560,9528,8884,9907,1426,2492,4493,8263,6854,8272,2500,2105,3345,5633,5015,9642,1689,9438,4185,2834,1884,3609,5466,9357,8188,5943,6306,6999,9367,2603,3446,4673,1557,4723,7575,9651,4335,6912,8357,9690,9628,9286,2051,4918,6183,1221,1139,9906,2114,7049,9857,5364,3717,5543,5619,2032,4490,4464,4571,1124,8766,3946,3812,3133,7768,8313,8083,2124,2719,7831,1482,5370,1580,6745,4684,5820,7202,2445,6916,1384,8028,6765,5727,1791,6589,5728,6104,2491,2767,1811,1355,8171,7934,3365,9277,8485
34,7049,3609,9857,8028,6589,6912,2492,3133,1124,3232,5466,8884,6854,6745,5943,5015,2105,6104,2491,3560,2231,7575,9438,3717,4723,2032,1143,7934,6999,8485,9367,8357,2114,1482,2051,3946,1221,2124,4673,9906,4684,1811,1426,4490,5728,9907,4335,6916,2767,9642,7768,4571,5619,5820,8313,6306,2445,9628,9690,2834,8083,3365,1884,1041,5543,9651,1384,5370,4464,5727,9286,4918,8766,2603,1139,3446,4185,8171,7202,1580,3812,1355,9277,9528,1791,8188,2500,1557,1689,4493,9357,7831,5633,8272,6765,2719,3345,8263,6183,5364
35,2114,1384,7831,5543,9651,9907,8884,1041,8171,1124,1482,2500,3717,5466,5619,1139,9642,9690,3446,3946,6104,5728,7768,2491,8766,2492,2231,2719,6916,5015,6765,9357,9367,8313,9277,9438,4335,2105,9857,6999,4490,9286,1221,1791,3345,1557,1580,8263,3232,5820,5727,2445,4723,1426,1689,2603,1355,6306,2767,7049,8083,4185,4918,3365,4464,7934,8188,3812,8357,5370,9628,6183,2124,6745,4493,1811,6912,3133,2834,8485,1143,3609,2051,5364,8028,7575,6854,5943,5633,8272,9906,9528,6589,4571,4673,4684,7202,1884,3560,2032
36,2105,4673,2834,3946,3345,2445,1811,9906,1139,8313,2124,1482,1143,3717,9438,5619,2032,2500,5727,3365,1791,2491,3446,5633,4490,8485,9367,9651,8766,2603,9857,7575,4493,6912,2114,1884,4918,6589,6916,9277,6854,2231,9357,8171,5364,6999,4723,1557,5466,9642,7049,5728,5370,2719,4684,9628,9286,3133,3560,6765,1041,1384,8263,3812,8272,1426,6306,6745,7202,3609,5543,4185,5943,5015,8083,9528,1355,8884,2492,1580,2051,6104,6183,5820,4464,2767,7768,1124,8188,9907,4571,7831,8028,9690,8357,3232,1221,7934,4335,1689
37,6745,1221,9906,5015,6999,3446,3232,2124,2492,9357,7049,3560,2500,9857,9907,8313,4684,1482,5364,9642,5727,8263,4493,7575,2032,1689,4571,2834,9286,6854,7831,1580,2114,2603,5619,6765,5728,6183,3717,9651,2105,8884,1041,3365,3345,8171,8766,3946,5633,1791,2719,1355,4723,8485,6589,6306,1143,5543,8083,8357,5370,5820,8272,1384,2445,9367,4335,2051,1426,1557,6912,4490,9277,9628,5466,8188,1124,2767,6916,9528,3609,4464,6104,8028,4185,5943,7934,1811,3812,7202,2231,7768,9438,1139,3133,1884,9690,4673,4918,2491
38,5370,4464,8188,8028,9438,3717,1384,6916,8083,5543,4335,3232,1580,5466,9357,4723,1355,5820,1124,7934,3133,2492,7831,1143,9628,5943,5633,1557,3365,2834,9286,1884,1689,1041,8766,2445,9277,7049,1811,4493,3609,9642,6745,1426,9906,3812,3946,2105,3345,1791,2719,5728,8272,5364,4684,2124,5619,2603,6854,2231,6912,6589,6104,9907,5015,4571,3560,1139,1482,3446,4673,8313,9651,7768,2032,4918,9528,2491,4490,6306,9857,6765,1221,8485,2114,2767,7575,9690,8171,8263,2500,7202,8357,2051,4185,6183,6999,8884,9367,5727
39,2231,2114,4185,8028,6589,6912,9690,9438,5364,6306,8263,8171,6854,7049,5943,5015,1355,1426,2491,1791,9857,3946,3133,4571,9357,2032,1143,6999,8766,2500,1124,2105,6745,9628,2051,8083,8884,2124,8357,9906,4684,1811,6104,7575,5728,4673,4335,2603,2719,4490,8188,5633,5619,2767,9528,6916,5543,3345,2445,2834,3232,1689,3560,1041,9367,9651,3717,7831,4464,5727,9286,9277,8313,3365,1139,3446,1884,6183,8272,3609,3812,1557,5370,7202,2492,4493,8485,1384,5466,9907,1580,7934,1221,4918,6765,5820,1482,4723,7768,9642
40,9277,9857,7049,1143,3365,6183,1580,9528,5015,9642,6854,2032,6916,4185,1884,3345,4490,1139,9651,4493,5543,8272,7934,9628,2603,8313,2051,7575,2834,6104,9906,4684,3560,4571,1482,9907,3812,6765,1221,3946,5943,2491,8485,1041,4723,5364,6912,2105,8188,4918,2445,6306,4335,1811,1791,8766,8884,8171,5728,2767,2231,6999,9286,2719,9690,5633,1557,9438,7768,1689,8083,5466,2492,7831,3609,5370,8263,3717,8357,1384,8028,3232,4673,1426,5619,6589,3133,9367,7202,3446,5727,9357,5820,2124,1355,2114,2500,6745,1124,4464
41,5728,7575,5619,8188,3133,1143,1041,5820,9286,3345,5727,5633,2032,1482,5364,6916,8083,5543,9906,2445,2491,9651,1689,6765,8884,1580,7202,3946,8272,9367,1384,6854,5466,6745,4493,8313,9528,1355,2231,7768,1811,5943,9690,9357,8766,8357,1791,3365,6912,2767,2114,9277,2500,1426,3560,6183,6999,4723,4673,6104,4464,8263,8485,7934,2105,3812,4571,4918,4490,4185,3717,2834,2051,1139,4335,8028,9438,3446,9907,9628,2124,1124,8171,2719,2603,5015,1221,2492,6589,5370,6306,9642,7831,9857,3232,4684,7049,3609,1884,1557
42,5633,8357,1221,2124,2603,6999,9651,9357,9438,8083,8884,3232,2114,3717,5466,9906,2105,1557,7049,2231,8313,1124,3345,4918,1791,3133,2445,8171,7575,1041,8272,7934,9528,4185,1355,9857,6912,6854,6916,5619,1143,9690,3560,7202,6765,4673,7831,2032,9367,8485,6306,2719,9628,8028,9907,5364,4464,5015,1689,1884,7768,3446,1811,5543,2491,8766,4335,4571,4723,6589,9642,3365,5943,4684,3812,1426,3946,5820,2834,9286,2051,2767,6104,3609,5727,1384,4493,1482,9277,1580,6745,2492,6183,4490,8263,2500,5728,8188,5370,1139
43,1384,2105,4493,3133,7768,3609,9628,9438,3717,4490,4918,5728,5466,6912,2491,8272,9906,7831,3365,8188,9357,1143,1041,9642,2445,3812,9286,4684,6745,5543,2603,6765,8357,1580,8766,4185,3560,6854,9651,1557,6589,2767,2231,1811,8313,2492,3345,9907,2051,1791,2834,1482,1124,9690,4464,1355,5364,4723,5370,1221,6306,6916,8028,1689,5943,9277,2500,5633,2114,8171,5015,9528,2032,6183,4673,7049,6999,5619,8884,2124,5820,1426,8485,4335,3446,7202,3946,1139,8083,9857,7934,9367,1884,2719,6104,3232,4571,5727,7575,8263
44,2500,9438,1580,7049,8028,9651,2767,8485,5619,7202,7934,8272,3365,1811,2491,7768,2231,9907,5728,2603,8313,2492,1557,9628,4493,9277,6183,2032,1143,1124,9357,6912,2124,4684,5543,8171,6765,9642,3609,1355,1221,4571,6104,4723,9367,5943,1689,5633,5466,4335,8884,3345,4490,5364,4673,8188,8357,1139,1041,5370,4918,2445,8263,8083,6589,6745,1482,6916,3446,2051,1384,9286,5015,9690,5727,8766,1426,3946,9906,5820,3232,4464,6306,3717,2834,9528,9857,2719,6854,3560,2114,1884,1791,3812,7575,3133,7831,2105,4185,6999
45,1884,5370,8083,4335,8357,9438,2445,4464,9367,1426,7768,6745,1355,4684,3609,3365,4493,9906,2051,1143,2834,3232,1689,5820,2491,2114,1557,6765,9277,9528,3560,1384,7934,4185,8272,6104,5543,3446,9857,7575,2492,7049,5015,9651,8313,6912,5943,6183,9286,2032,1041,7831,6306,1139,6916,9642,4918,6854,4571,9628,1221,9690,1791,3133,5619,7202,9357,5727,3946,3717,4673,5633,8263,3345,2105,6999,2719,5364,1482,2767,8171,5728,8766,2603,1124,8028,8188,4723,2231,4490,2124,1580,5466,3812,8485,6589,2500,9907,8884,1811
46,7049,3609,9857,8028,6589,6912,2492,3133,8272,3232,5466,8884,6854,6745,5943,8188,2105,6104,2491,3560,2231,7575,9438,3717,4723,2032,1143,7934,6999,8485,9367,8357,2114,2603,2051,3946,1221,2124,4673,9906,4684,1811,1426,4490,5728,9907,4335,6916,2767,9642,4493,4571,2719,5820,8313,6306,2445,9628,9690,2834,8083,3365,1884,1041,5543,9651,1384,5370,8263,6183,9286,4918,8766,1482,1139,3446,4185,8171,7202,1580,3812,1124,9277,9528,1791,5015,2500,1557,1689,7768,9357,7831,5633,1355,6765,5619,3345,4464,5727,5364
